ts,"HourUTC | HourUTC | 804694","mFRRDownActBal | mFRRDownActBal | 804724","PriceArea | PriceArea | 804696","mFRRUpActSpec | mFRRUpActSpec | 804713","mFRRDownActSpec | mFRRDownActSpec | 804714","ImbalanceMWh | ImbalanceMWh | 804715","ImbalancePriceDKK | ImbalancePriceDKK | 804717","BalancingPowerPriceUpDKK | BalancingPowerPriceUpDKK | 804719","BalancingPowerPriceDownDKK | BalancingPowerPriceDownDKK | 804721","mFRRUpActBal | mFRRUpActBal | 804722"
"2021-01-05 12:00:01","2021-01-05 12:00:00",0,DK1,,,,"647,109985","647,109985","463,309998","118,599998"
"2021-01-05 13:00:00","2021-01-05 13:00:00",0,DK2,,,,"647,109985","647,109985","461,450012",89
"2021-01-05 13:00:01","2021-01-05 13:00:00",0,DK1,,,,"647,109985","647,109985","460,339996","115,699997"
"2021-01-05 14:00:00","2021-01-05 14:00:00",0,DK2,,,,"562,309998","562,309998","464,950012","59,400002"
"2021-01-05 14:00:01","2021-01-05 14:00:00",0,DK1,,,,"562,309998","562,309998","464,950012","115,800003"
"2021-01-05 15:00:00","2021-01-05 15:00:00",0,DK2,,,,"557,849976","557,849976","477,970001",60
"2021-01-05 15:00:01","2021-01-05 15:00:00",0,DK1,,,,"557,849976","557,849976","477,970001","55,700001"
"2021-01-05 16:00:00","2021-01-05 16:00:00",0,DK2,,,,"557,849976","557,849976","487,929993",59
"2021-01-05 16:00:01","2021-01-05 16:00:00",0,DK1,,,,"557,849976","557,849976","487,929993","122,900002"
"2021-01-05 17:00:00","2021-01-05 17:00:00",0,DK2,,,,"647,109985","647,109985","447,25",68
"2021-01-05 17:00:01","2021-01-05 17:00:00",0,DK1,,,,"647,109985","647,109985","447,25","153,899994"
"2021-01-05 18:00:00","2021-01-05 18:00:00",0,DK2,,,,"647,109985","647,109985","406,559998",35
"2021-01-05 18:00:01","2021-01-05 18:00:00",0,DK1,,,,"647,109985","647,109985","406,559998","145,899994"
"2021-01-05 19:00:00","2021-01-05 19:00:00",0,DK2,,,,"647,109985","647,109985","303,320007","76,5"
"2021-01-05 19:00:01","2021-01-05 19:00:00",0,DK1,,,,"647,109985","647,109985","303,320007","303,100006"
